symbol:wkn:shares:group:adjust:target:currency
AHYQ.DE:ETF018:600:WD:1:50.4:EUR
XDWD.DE:A1XB5U:120:WD:0::EUR
LYP6.DE:LYX0Q0:20:EU:1:12.6:EUR
AME6.DE:A2H57X:135:EU:0::EUR
XMEM.DE:DBX1EM:25:EM:1:27:EUR
XMME.DE:A12GVR:63:EM:0::EUR
AE5A.DE:ETF019:305:EM:0::EUR
LYTR.DE:LYX0Z2:150:CO:1:10:EUR
